province,age,sex,education,Vote,Vote_Liberal,Vote_Conservative,Voting_Interest,Vote_Prob,age_range
Quebec,21,A man,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,9,Unlikely to vote,18-29
British Columbia,32,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,9,Certain to vote,30-39
Ontario,28,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,18-29
Ontario,21,A woman,Completed secondary/ high school,NA,NA,NA,8,I voted in an advance poll,18-29
Quebec,54,A man,Master's degree,Conservative Party,0,1,8,Certain to vote,50-59
Ontario,41,A woman,Bachelor's degree,Liberal Party,1,0,6,Certain to vote,40-49
British Columbia,67,A woman,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,60-69
Ontario,26,A woman,Bachelor's degree,NA,NA,NA,4,Unlikely to vote,18-29
Quebec,64,A man,Master's degree,Conservative Party,0,1,6,Certain to vote,60-69
Quebec,23,A man,Bachelor's degree,NA,NA,NA,6,I voted in an advance poll,18-29
Quebec,64,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,7,I voted in an advance poll,60-69
Ontario,69,A woman,Bachelor's degree,Conservative Party,0,1,9,Certain to vote,60-69
Alberta,36,A woman,Bachelor's degree,NA,NA,NA,9,I voted in an advance poll,30-39
Ontario,51,A man,Professional degree or doctorate,Liberal Party,1,0,10,Likely to vote,50-59
British Columbia,60,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,2,Certain to vote,60-69
Alberta,54,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,50-59
Quebec,67,A man,Master's degree,Conservative Party,0,1,9,Certain to vote,60-69
Ontario,33,A woman,Some university,ndp,1,0,10,Certain to vote,30-39
Ontario,44,A woman,Bachelor's degree,NA,NA,NA,6,I voted in an advance poll,40-49
Quebec,59,A woman,Completed secondary/ high school,NA,NA,NA,6,I voted in an advance poll,50-59
Quebec,53,A man,Master's degree,Liberal Party,1,0,8,Certain to vote,50-59
Ontario,29,A woman,Master's degree,NA,NA,NA,10,I voted in an advance poll,18-29
Quebec,73,A man,Master's degree,Liberal Party,1,0,9,Certain to vote,70-79
Ontario,34,A man,Professional degree or doctorate,Liberal Party,1,0,10,Certain to vote,30-39
Quebec,45,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,6,Likely to vote,40-49
British Columbia,34,A woman,"Some technical, community college, CEGEP, College Classique",ndp,1,0,8,Certain to vote,30-39
Ontario,53,A man,Professional degree or doctorate,ndp,1,0,6,Likely to vote,50-59
Ontario,36,A man,Completed secondary/ high school,Conservative Party,0,1,6,Certain to vote,30-39
Ontario,45,A woman,Completed secondary/ high school,Liberal Party,1,0,3,Certain to vote,40-49
Ontario,31,A woman,Master's degree,ndp,1,1,5,Certain to vote,30-39
Quebec,32,A woman,Bachelor's degree,Liberal Party,1,0,8,Likely to vote,30-39
Ontario,47,A woman,Completed secondary/ high school,ndp,0,0,8,Certain to vote,40-49
Ontario,29,A woman,Bachelor's degree,NA,NA,NA,6,I voted in an advance poll,18-29
Quebec,50,A woman,Completed secondary/ high school,Bloc Québécois,0,0,8,Certain to vote,50-59
Ontario,75,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,70-79
Ontario,68,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,6,I voted in an advance poll,60-69
British Columbia,48,A man,Master's degree,Conservative Party,0,1,9,Certain to vote,40-49
British Columbia,41,A woman,Bachelor's degree,Conservative Party,0,1,9,Certain to vote,40-49
Quebec,61,A woman,Some university,Bloc Québécois,1,0,9,Certain to vote,60-69
Quebec,38,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,30-39
Ontario,37,A man,Some secondary/ high school,NA,NA,NA,3,Unlikely to vote,30-39
Ontario,32,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,30-39
British Columbia,19,A woman,Some university,ndp,0,0,6,Certain to vote,18-29
Ontario,39,A woman,Some secondary/ high school,Liberal Party,1,0,4,Certain to vote,30-39
Quebec,30,A woman,"Some technical, community college, CEGEP, College Classique",ndp,1,0,8,Certain to vote,30-39
British Columbia,72,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Likely to vote,70-79
Ontario,36,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,30-39
Quebec,53,A man,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,3,Unlikely to vote,50-59
Quebec,55,A man,Professional degree or doctorate,NA,NA,NA,2,Unlikely to vote,50-59
Quebec,70,A woman,Some university,Bloc Québécois,0,0,7,Certain to vote,70-79
British Columbia,50,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,50-59
Ontario,63,A woman,Completed secondary/ high school,ndp,0,0,9,Certain to vote,60-69
Ontario,19,A woman,Some university,Liberal Party,1,0,6,Likely to vote,18-29
Ontario,50,A woman,Bachelor's degree,NA,NA,NA,9,Unlikely to vote,50-59
Quebec,53,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,1,2,Certain to vote,50-59
Alberta,70,A woman,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,70-79
Quebec,59,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,5,Certain to vote,50-59
Quebec,74,A woman,Master's degree,Liberal Party,1,0,10,Certain to vote,70-79
Quebec,32,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,8,I voted in an advance poll,30-39
Alberta,62,A woman,Some university,Don't know/ Prefer not to answer,0,0,6,Likely to vote,60-69
British Columbia,64,A man,Completed secondary/ high school,Conservative Party,0,1,7,Certain to vote,60-69
Alberta,29,A woman,Bachelor's degree,Liberal Party,1,0,4,Certain to vote,18-29
Ontario,33,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,4,Likely to vote,30-39
Ontario,31,A man,Master's degree,Green Party,0,0,8,Certain to vote,30-39
British Columbia,24,A woman,Bachelor's degree,ndp,0,0,8,Certain to vote,18-29
Ontario,38,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,NA,Certain to vote,30-39
Manitoba,74,A woman,Completed secondary/ high school,NA,NA,NA,10,I voted in an advance poll,70-79
Newfoundland and Labrador,69,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Certain to vote,60-69
Ontario,64,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,60-69
Quebec,62,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,9,I voted in an advance poll,60-69
Alberta,34,A woman,Some university,ndp,0,0,10,Certain to vote,30-39
Alberta,37,A woman,Professional degree or doctorate,ndp,0,0,9,Likely to vote,30-39
Ontario,26,A woman,Completed secondary/ high school,ndp,1,0,10,Certain to vote,18-29
British Columbia,69,A woman,Some university,ndp,0,0,5,Likely to vote,60-69
Quebec,32,A woman,Completed secondary/ high school,NA,NA,NA,4,I voted in an advance poll,30-39
Quebec,56,A man,Completed secondary/ high school,Liberal Party,1,0,1,Certain to vote,50-59
Ontario,55,A man,Bachelor's degree,Liberal Party,1,0,3,Certain to vote,50-59
Ontario,21,A woman,Some university,ndp,0,0,10,Certain to vote,18-29
Alberta,72,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,NA,Certain to vote,70-79
British Columbia,28,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,6,Certain to vote,18-29
Quebec,25,A woman,Bachelor's degree,NA,NA,NA,7,I voted in an advance poll,18-29
Ontario,27,A man,Bachelor's degree,NA,NA,NA,9,I voted in an advance poll,18-29
Quebec,43,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Certain to vote,40-49
Ontario,62,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,60-69
Ontario,51,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,5,I voted in an advance poll,50-59
Ontario,29,A woman,Bachelor's degree,Green Party,0,0,4,Likely to vote,18-29
New Brunswick,56,A man,Completed secondary/ high school,Liberal Party,1,0,3,Certain to vote,50-59
Ontario,67,A man,Master's degree,NA,NA,NA,10,I voted in an advance poll,60-69
Quebec,71,A man,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,9,I voted in an advance poll,70-79
Quebec,61,A man,Bachelor's degree,Bloc Québécois,0,0,4,Certain to vote,60-69
Saskatchewan,64,A man,Completed secondary/ high school,ndp,1,0,8,Certain to vote,60-69
Quebec,53,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,NA,Certain to vote,50-59
Alberta,40,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Certain to vote,40-49
Ontario,42,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,7,Certain to vote,40-49
Quebec,75,A woman,Master's degree,Liberal Party,1,0,9,Certain to vote,70-79
Ontario,74,A man,Some university,Conservative Party,0,1,10,Certain to vote,70-79
Quebec,25,A woman,Bachelor's degree,NA,NA,NA,4,I voted in an advance poll,18-29
Ontario,33,A woman,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,30-39
British Columbia,63,A woman,Bachelor's degree,ndp,1,1,10,Certain to vote,60-69
Ontario,75,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
Ontario,49,A woman,Some university,ndp,0,0,7,Certain to vote,40-49
Ontario,19,A woman,Some secondary/ high school,NA,NA,NA,7,Don't know/ Prefer not to answer,18-29
Ontario,43,A woman,Completed secondary/ high school,ndp,0,0,7,Certain to vote,40-49
Ontario,39,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,3,Unlikely to vote,30-39
Quebec,68,A man,Master's degree,Liberal Party,1,0,9,Certain to vote,60-69
Ontario,41,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,4,Unlikely to vote,40-49
Ontario,66,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,60-69
Ontario,58,A woman,Professional degree or doctorate,Don't know/ Prefer not to answer,0,0,7,Certain to vote,50-59
Prince Edward Island,32,A woman,Completed secondary/ high school,Conservative Party,0,1,6,Certain to vote,30-39
Ontario,74,A woman,Completed elementary school,ndp,0,0,10,Certain to vote,70-79
Ontario,62,A man,Some university,NA,NA,NA,3,Unlikely to vote,60-69
Alberta,22,A woman,Some university,NA,NA,NA,0,Certain not to vote,18-29
Ontario,33,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,1,NA,Certain to vote,30-39
Ontario,35,A woman,Completed secondary/ high school,NA,NA,NA,4,Don't know/ Prefer not to answer,30-39
Quebec,33,A woman,Bachelor's degree,Bloc Québécois,1,1,7,Certain to vote,30-39
British Columbia,70,A woman,Some university,NA,NA,NA,6,I voted in an advance poll,70-79
Ontario,30,A woman,Completed secondary/ high school,ndp,0,0,8,Certain to vote,30-39
Ontario,67,A man,Bachelor's degree,NA,NA,NA,9,I voted in an advance poll,60-69
Quebec,76,A man,Bachelor's degree,ndp,0,0,8,Certain to vote,70-79
Ontario,51,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,6,Don't know/ Prefer not to answer,50-59
British Columbia,32,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,NA,I voted in an advance poll,30-39
Ontario,39,A woman,Bachelor's degree,NA,NA,NA,8,I voted in an advance poll,30-39
Quebec,30,A woman,Master's degree,ndp,0,0,10,Certain to vote,30-39
Alberta,65,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,10,I voted in an advance poll,60-69
Manitoba,59,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,50-59
British Columbia,46,A woman,Completed secondary/ high school,NA,NA,NA,3,Don't know/ Prefer not to answer,40-49
British Columbia,25,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,18-29
Ontario,33,A woman,Bachelor's degree,ndp,0,0,8,Likely to vote,30-39
British Columbia,44,A man,Some secondary/ high school,Green Party,0,1,3,Likely to vote,40-49
Alberta,65,A man,"Completed technical, community college, CEGEP, College Classique",People's Party,0,0,7,Likely to vote,60-69
Ontario,52,A man,Some university,NA,NA,NA,8,I voted in an advance poll,50-59
Quebec,65,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,4,Certain to vote,60-69
Quebec,47,A man,Completed secondary/ high school,Liberal Party,1,0,4,Certain to vote,40-49
British Columbia,28,A woman,Bachelor's degree,NA,NA,NA,7,I voted in an advance poll,18-29
Quebec,28,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,0,Certain to vote,18-29
Quebec,68,A woman,Completed secondary/ high school,Liberal Party,1,0,9,Certain to vote,60-69
Ontario,42,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,40-49
Quebec,32,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,3,Certain to vote,30-39
Ontario,26,A man,Bachelor's degree,NA,NA,NA,10,I voted in an advance poll,18-29
Ontario,31,A man,"Completed technical, community college, CEGEP, College Classique",Green Party,0,0,8,Certain to vote,30-39
British Columbia,61,A woman,Master's degree,Green Party,0,0,0,Certain to vote,60-69
Ontario,57,A woman,Some university,Liberal Party,1,0,9,Certain to vote,50-59
Ontario,26,A woman,Bachelor's degree,NA,NA,NA,10,I voted in an advance poll,18-29
Ontario,50,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,3,Certain to vote,50-59
Ontario,59,A woman,Professional degree or doctorate,Liberal Party,1,0,8,Certain to vote,50-59
Quebec,61,A woman,Completed secondary/ high school,ndp,0,0,8,Certain to vote,60-69
Ontario,29,A man,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,18-29
British Columbia,22,A woman,"Some technical, community college, CEGEP, College Classique",People's Party,0,1,NA,Likely to vote,18-29
Ontario,47,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,3,Unlikely to vote,40-49
Ontario,39,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,1,0,6,Certain to vote,30-39
Ontario,67,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,7,Certain to vote,60-69
British Columbia,35,A woman,Bachelor's degree,NA,NA,NA,0,Don't know/ Prefer not to answer,30-39
British Columbia,48,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,3,Unlikely to vote,40-49
Quebec,47,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,40-49
Ontario,74,A woman,Master's degree,Don't know/ Prefer not to answer,1,0,9,Certain to vote,70-79
Ontario,55,A woman,Completed secondary/ high school,Green Party,0,1,9,Certain to vote,50-59
Ontario,56,A woman,Some secondary/ high school,NA,NA,NA,0,Unlikely to vote,50-59
Quebec,64,A man,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,10,I voted in an advance poll,60-69
Quebec,55,A woman,Bachelor's degree,NA,NA,NA,6,I voted in an advance poll,50-59
Alberta,60,A man,Bachelor's degree,NA,NA,NA,8,I voted in an advance poll,60-69
Alberta,60,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,60-69
Alberta,24,A woman,Bachelor's degree,NA,NA,NA,8,I voted in an advance poll,18-29
British Columbia,38,A woman,Bachelor's degree,Green Party,0,0,NA,Certain to vote,30-39
Ontario,29,A woman,Completed secondary/ high school,Liberal Party,1,0,8,Certain to vote,18-29
Ontario,39,A man,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,4,Certain to vote,30-39
Ontario,35,A woman,Some secondary/ high school,NA,NA,NA,8,Certain not to vote,30-39
Quebec,51,A man,Bachelor's degree,NA,NA,NA,8,I voted in an advance poll,50-59
